Transaction_ID,Customer_ID,Transaction_Type,Source_Country,Destination_Country,Source_City,Destination_City,Source_Currency,Destination_Currency,Exchange_Rate,Transaction_Amount,Converted_Amount,Fee_Charged,Tax_Applied,Total_Deduction,Sharia_Compliant,Contract_Type,Transaction_Date,Transaction_Time,Processing_Time_Seconds,Fraud_Flag,AML_Flag,Risk_Score,Channel,Device_Type
TXN001541,CUST8354,Remittance,Kuwait,UAE,Kuwait City,Dubai,KWD,AED,129.0,151.12,19494.48,2.74,2.05,4.79,Yes,Murabaha,2025-02-08,21:18:31.546240,18.84,0,0,0,Mobile App,Mobile
TXN001542,CUST7195,Remittance,UK,Saudi Arabia,London,Riyadh,GBP,SAR,150.73,454.42,68494.73,5.5,7.09,12.59,Yes,None,2024-07-26,12:49:59.295652,95.5,0,0,2,ATM,ATM
TXN001543,CUST9142,Online Transfer,Saudi Arabia,USA,Riyadh,New York,SAR,USD,154.71,360.8,55819.99,10.51,3.23,13.74,Yes,Ijara,2025-03-02,08:53:46.467870,9.3,0,0,1,Branch,Mobile
TXN001544,CUST3754,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,2159.91,159833.34,48.42,38.81,87.23,Yes,Ijara,2024-12-05,00:54:25.036612,101.89,0,0,10,Online Portal,Mobile
TXN001545,CUST9988,Remittance,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,1054.04,79053.0,27.3,15.49,42.79,Yes,Salam,2024-10-25,05:07:54.939229,24.86,0,0,5,ATM,Desktop
TXN001546,CUST5412,Trade Finance,Saudi Arabia,Saudi Arabia,Jeddah,Jeddah,SAR,SAR,1.0,594.79,594.79,16.27,8.93,25.2,Yes,Ijara,2025-02-19,13:17:11.327451,92.87,0,0,2,Branch,ATM
TXN001547,CUST2252,Trade Finance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,3113.73,233529.75,45.25,44.87,90.12,Yes,Salam,2024-09-09,16:24:05.967433,9.38,0,0,15,ATM,Desktop
TXN001548,CUST7808,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,1903.49,140858.26,21.99,10.68,32.67,Yes,Salam,2025-11-28,16:38:31.220684,80.66,0,0,9,Mobile App,Mobile
TXN001549,CUST1642,Trade Finance,Saudi Arabia,USA,Jeddah,Chicago,SAR,USD,124.89,604.63,75512.49,12.74,4.3,17.04,Yes,None,2024-03-29,17:36:53.733711,24.98,0,0,3,Mobile App,Mobile
TXN001550,CUST3234,Trade Finance,USA,Qatar,New York,Doha,USD,QAR,138.22,8083.28,1117270.96,83.39,90.57,173.95999999999998,Yes,Murabaha,2026-01-31,06:06:59.376465,49.98,0,0,40,Branch,Desktop
TXN001551,CUST5225,Trade Finance,Saudi Arabia,Saudi Arabia,Riyadh,Riyadh,SAR,SAR,1.0,1389.09,1389.09,17.94,27.24,45.18,Yes,None,2026-02-12,02:56:01.352395,108.74,0,0,6,ATM,Mobile
TXN001552,CUST7824,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1266.81,93743.94,21.75,12.48,34.230000000000004,Yes,None,2025-01-28,21:24:18.858307,33.41,0,0,6,Online Portal,Mobile
TXN001553,CUST3340,Trade Finance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1545.52,115914.0,32.08,13.36,45.44,Yes,Murabaha,2025-09-18,06:04:52.679478,48.8,0,0,7,ATM,ATM
TXN001554,CUST7805,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,4027.05,302028.75,96.41,38.88,135.29,Yes,Ijara,2024-09-01,09:03:18.781589,114.36,0,0,20,Online Portal,ATM
TXN001555,CUST7005,Online Transfer,Kuwait,Saudi Arabia,Kuwait City,Riyadh,KWD,SAR,299.33,2297.15,687605.91,53.19,31.61,84.8,Yes,Murabaha,2024-12-17,21:15:08.449076,83.42,0,0,11,Branch,ATM
TXN001556,CUST4669,Online Transfer,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,2548.49,191136.75,31.46,25.12,56.58,Yes,Salam,2025-10-23,14:38:17.397786,88.93,0,0,12,ATM,Desktop
TXN001557,CUST3412,Remittance,Pakistan,UK,Karachi,Manchester,PKR,GBP,88.56,599.18,53063.38,10.86,7.42,18.28,Yes,Ijara,2025-07-12,06:13:15.332582,38.43,0,0,2,Online Portal,Desktop
TXN001558,CUST9288,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,4266.45,315717.3,105.99,85.06,191.05,Yes,Ijara,2025-12-01,15:24:06.412869,31.3,0,0,21,Online Portal,ATM
TXN001559,CUST6574,SWIFT,Pakistan,Pakistan,Islamabad,Islamabad,PKR,PKR,1.0,495.35,495.35,12.9,3.67,16.57,Yes,Murabaha,2025-12-08,15:17:03.998826,66.55,0,0,2,ATM,ATM
TXN001560,CUST6742,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,1659.04,124428.0,30.05,9.3,39.35,Yes,None,2026-02-23,16:29:47.135106,60.45,0,0,8,Branch,Desktop
TXN001561,CUST9331,SWIFT,UK,UAE,London,Dubai,GBP,AED,251.67,6250.58,1573083.47,85.1,98.87,183.97,Yes,Murabaha,2025-05-22,15:25:39.725704,32.49,0,0,31,Online Portal,ATM
TXN001562,CUST1080,Remittance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,3009.87,222730.38,77.81,36.89,114.7,Yes,Salam,2024-05-28,15:05:37.686864,78.09,0,0,15,Branch,Mobile
TXN001563,CUST6530,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1805.86,135439.2,33.19,30.46,63.65,Yes,Ijara,2025-04-06,08:00:29.177135,82.21,0,0,9,Branch,ATM
TXN001564,CUST5523,Remittance,Pakistan,Saudi Arabia,Islamabad,Jeddah,PKR,SAR,177.36,3387.85,600869.43,67.02,35.66,102.67999999999999,Yes,None,2025-04-30,17:46:06.585268,11.13,0,0,16,Online Portal,Mobile
TXN001565,CUST9692,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,107.34,8050.5,1.72,1.89,3.61,Yes,None,2025-12-31,12:06:24.768596,77.98,0,0,0,Mobile App,Desktop
TXN001566,CUST2679,SWIFT,Kuwait,Kuwait,Kuwait City,Kuwait City,KWD,KWD,1.0,924.96,924.96,11.54,11.33,22.869999999999997,Yes,None,2025-08-31,22:14:00.835727,55.24,0,0,4,Mobile App,ATM
TXN001567,CUST6705,Trade Finance,UK,Saudi Arabia,Manchester,Riyadh,GBP,SAR,88.54,3931.77,348118.92,73.18,52.72,125.9,Yes,Salam,2025-01-29,10:28:17.948118,7.99,0,0,19,Online Portal,Desktop
TXN001568,CUST1794,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,3122.3,231050.2,39.65,30.16,69.81,Yes,None,2025-06-07,00:44:11.368158,91.27,0,0,15,Branch,ATM
TXN001569,CUST1290,SWIFT,Pakistan,Pakistan,Karachi,Lahore,PKR,PKR,1.0,1370.46,1370.46,32.9,27.13,60.03,Yes,Ijara,2024-09-12,08:43:38.844408,71.52,0,0,6,Mobile App,Desktop
TXN001570,CUST1613,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,845.81,62589.94,18.39,12.06,30.450000000000003,Yes,Salam,2025-06-25,23:36:56.397487,13.3,0,0,4,Branch,ATM
TXN001571,CUST6821,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,4378.99,324045.41,72.34,51.94,124.28,Yes,None,2026-03-16,03:20:50.842740,74.89,0,0,21,Mobile App,Mobile
TXN001572,CUST3102,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,842.49,63186.75,17.57,14.79,32.36,Yes,Salam,2025-10-22,20:29:29.884569,54.19,0,0,4,Branch,Mobile
TXN001573,CUST6452,SWIFT,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,2667.76,197414.24,46.45,27.64,74.09,Yes,Murabaha,2025-12-27,20:18:30.414075,106.72,0,0,13,Branch,Desktop
TXN001574,CUST4119,SWIFT,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,2095.08,157131.0,49.6,31.47,81.07,Yes,None,2024-08-20,10:22:48.039901,105.91,0,0,10,Online Portal,ATM
TXN001575,CUST5668,Online Transfer,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,2957.88,221841.0,60.74,46.04,106.78,Yes,None,2026-02-04,18:39:09.512026,110.81,0,0,14,Mobile App,ATM
TXN001576,CUST7876,Online Transfer,Qatar,UK,Doha,Manchester,QAR,GBP,289.94,1440.95,417789.04,30.62,28.78,59.400000000000006,Yes,Salam,2025-10-20,02:10:58.479890,12.96,0,0,7,Mobile App,Desktop
TXN001577,CUST2609,Remittance,UK,USA,London,Chicago,GBP,USD,140.66,516.85,72700.12,12.79,3.58,16.369999999999997,Yes,None,2024-05-06,09:44:20.197008,98.62,0,0,2,Online Portal,Desktop
TXN001578,CUST1915,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,2097.89,155243.86,56.55,17.32,73.87,Yes,Ijara,2025-12-02,14:49:33.103311,9.36,0,0,10,Online Portal,ATM
TXN001579,CUST9617,Remittance,Kuwait,Saudi Arabia,Kuwait City,Riyadh,KWD,SAR,169.17,589.59,99740.94,11.59,4.45,16.04,Yes,Murabaha,2025-06-09,20:17:26.699023,37.04,0,0,2,Branch,ATM
TXN001580,CUST8885,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,985.81,72949.94,16.93,9.7,26.63,Yes,Salam,2024-11-20,00:36:16.722593,70.5,0,0,4,Mobile App,Mobile
TXN001581,CUST4563,Trade Finance,Pakistan,UK,Lahore,London,PKR,GBP,201.5,3432.46,691640.69,63.52,30.22,93.74000000000001,Yes,Salam,2024-11-16,17:35:19.622654,103.75,0,0,17,ATM,Mobile
TXN001582,CUST8790,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,3807.16,281729.84,42.59,23.77,66.36,Yes,None,2025-10-09,07:53:51.484122,14.23,0,0,19,Online Portal,Mobile
TXN001583,CUST9595,Online Transfer,Saudi Arabia,USA,Riyadh,Chicago,SAR,USD,272.27,2519.21,685904.76,75.4,16.94,92.34,Yes,Ijara,2026-03-03,23:58:28.720479,10.79,0,0,12,ATM,Desktop
TXN001584,CUST3580,Trade Finance,USA,Saudi Arabia,Chicago,Jeddah,USD,SAR,215.9,1440.49,311001.79,32.09,16.92,49.010000000000005,Yes,Murabaha,2024-10-13,09:01:17.029529,86.72,0,0,7,ATM,ATM
TXN001585,CUST8442,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1248.96,92423.04,36.14,22.29,58.43,Yes,Murabaha,2025-04-04,12:28:27.988288,35.41,0,0,6,ATM,Mobile
TXN001586,CUST8132,SWIFT,USA,Kuwait,Chicago,Kuwait City,USD,KWD,168.89,516.17,87175.95,9.61,3.94,13.549999999999999,Yes,Salam,2024-05-08,05:41:21.026080,72.25,0,0,2,Online Portal,Mobile
TXN001587,CUST4887,Trade Finance,Saudi Arabia,Saudi Arabia,Riyadh,Riyadh,SAR,SAR,1.0,3520.02,3520.02,91.49,45.26,136.75,Yes,Salam,2025-06-03,12:48:08.071778,93.56,0,0,17,ATM,Desktop
TXN001588,CUST3250,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,3335.51,246827.74,85.17,40.69,125.86,Yes,Salam,2025-08-14,22:04:12.174436,83.08,0,0,16,Branch,Desktop
TXN001589,CUST6861,Trade Finance,UK,UAE,Manchester,Dubai,GBP,AED,71.83,4330.96,311092.86,65.87,50.63,116.5,Yes,Ijara,2024-12-31,20:39:38.390978,17.61,0,0,21,Online Portal,Desktop
TXN001590,CUST7638,Online Transfer,USA,Kuwait,New York,Kuwait City,USD,KWD,56.47,226.03,12763.91,4.21,1.35,5.5600000000000005,Yes,None,2025-07-07,15:06:12.249216,115.47,0,0,1,Online Portal,Mobile
TXN001591,CUST5929,SWIFT,UK,UAE,London,Dubai,GBP,AED,197.21,3205.24,632104.59,37.03,20.91,57.94,Yes,Ijara,2024-04-29,08:58:42.452646,71.79,0,0,16,Online Portal,ATM
TXN001592,CUST4924,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1864.73,137990.02,28.64,21.87,50.510000000000005,Yes,Murabaha,2024-05-03,16:02:08.843322,51.76,0,0,9,ATM,Mobile
TXN001593,CUST8450,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,1580.29,116941.46,44.82,16.63,61.45,Yes,Ijara,2025-06-26,14:24:09.566941,118.37,0,0,7,ATM,ATM
TXN001594,CUST3333,Remittance,USA,UK,New York,London,USD,GBP,69.22,1035.03,71644.78,16.25,6.87,23.12,Yes,Murabaha,2025-06-13,15:39:03.498331,78.85,0,0,5,Branch,Desktop
TXN001595,CUST6178,Trade Finance,Qatar,Kuwait,Doha,Kuwait City,QAR,KWD,195.41,6244.14,1220167.4,147.53,124.68,272.21000000000004,Yes,Murabaha,2025-05-20,05:18:35.431837,48.78,0,0,31,ATM,ATM
TXN001596,CUST9409,Trade Finance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,1039.79,77984.25,25.94,7.83,33.77,Yes,Murabaha,2024-09-24,20:57:07.704466,71.32,0,0,5,Branch,Desktop
TXN001597,CUST4695,Remittance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,464.07,34341.18,5.67,7.34,13.01,Yes,Ijara,2025-07-19,20:28:04.405484,116.65,0,0,2,Online Portal,ATM
TXN001598,CUST3648,Online Transfer,USA,Qatar,Chicago,Doha,USD,QAR,193.49,2484.99,480820.72,72.11,22.41,94.52,Yes,Murabaha,2025-11-23,07:11:08.993741,69.47,0,0,12,Online Portal,Desktop
TXN001599,CUST9251,Remittance,UAE,Saudi Arabia,Dubai,Jeddah,AED,SAR,82.99,2081.23,172721.28,55.73,38.45,94.18,Yes,Ijara,2025-09-20,23:08:08.638841,51.76,0,0,10,ATM,ATM
TXN001600,CUST4664,Trade Finance,USA,USA,Chicago,New York,USD,USD,1.0,938.0,938.0,15.59,18.52,34.11,Yes,Ijara,2024-06-24,20:50:11.126833,15.86,0,0,4,Mobile App,ATM
TXN001601,CUST7047,Trade Finance,Kuwait,Qatar,Kuwait City,Doha,KWD,QAR,140.43,596.01,83697.68,10.22,8.38,18.6,Yes,Salam,2025-09-15,05:20:11.181988,102.74,0,0,2,Mobile App,Mobile
TXN001602,CUST1614,Trade Finance,Kuwait,USA,Kuwait City,New York,KWD,USD,170.02,394.61,67091.59,9.33,3.51,12.84,Yes,None,2025-11-21,20:31:09.689646,57.34,0,0,1,ATM,Desktop
TXN001603,CUST3174,Trade Finance,Pakistan,Pakistan,Lahore,Islamabad,PKR,PKR,1.0,415.08,415.08,4.47,5.38,9.85,Yes,Salam,2024-10-07,00:50:20.645097,105.9,0,0,2,ATM,ATM
TXN001604,CUST2045,Online Transfer,Qatar,Kuwait,Doha,Kuwait City,QAR,KWD,194.65,2391.35,465476.28,68.44,35.08,103.52,Yes,Salam,2024-11-16,22:44:36.483801,64.36,0,0,11,Branch,Mobile
TXN001605,CUST9593,Remittance,Kuwait,Saudi Arabia,Kuwait City,Jeddah,KWD,SAR,215.94,1054.76,227764.87,17.66,12.24,29.9,Yes,Salam,2025-10-08,20:17:07.257093,43.61,0,0,5,Mobile App,Mobile
TXN001606,CUST1014,Trade Finance,UK,UAE,London,Dubai,GBP,AED,281.46,544.22,153176.16,6.09,6.25,12.34,Yes,Salam,2024-11-26,04:45:51.416701,94.96,0,0,2,Online Portal,Mobile
TXN001607,CUST4035,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,337.68,24988.32,7.8,1.79,9.59,Yes,None,2025-11-24,14:25:36.992524,24.68,0,0,1,Mobile App,ATM
TXN001608,CUST1801,Remittance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,2113.03,158477.4,37.66,19.82,57.48,Yes,Ijara,2026-03-21,19:39:56.458575,68.88,0,0,10,Branch,Desktop
TXN001609,CUST4146,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,736.4,55230.0,20.27,9.31,29.58,Yes,Salam,2025-06-11,19:21:01.143707,79.63,0,0,3,Branch,Desktop
TXN001610,CUST1555,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,3124.3,231197.9,63.67,60.76,124.43,Yes,Ijara,2026-03-18,03:53:29.127237,18.75,0,0,15,Branch,ATM
TXN001611,CUST1601,Trade Finance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,1093.1,81982.8,19.67,21.73,41.400000000000006,Yes,None,2025-03-15,10:43:36.309786,102.8,0,0,5,Branch,Desktop
TXN001612,CUST2966,Trade Finance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,760.85,57063.75,8.21,9.63,17.840000000000003,Yes,Salam,2025-07-16,03:52:02.264357,36.69,0,0,3,Branch,Mobile
TXN001613,CUST3405,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,4786.26,354183.24,71.46,40.8,112.25999999999999,Yes,None,2024-08-20,05:12:06.270715,14.91,0,0,23,ATM,Mobile
TXN001614,CUST6406,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,725.28,53670.72,21.73,8.46,30.19,Yes,Ijara,2024-07-02,04:21:32.472908,84.85,0,0,3,ATM,Mobile
TXN001615,CUST3377,Online Transfer,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,1272.06,95404.5,17.27,17.37,34.64,Yes,Salam,2024-04-29,00:34:45.014310,100.14,0,0,6,Online Portal,Desktop
TXN001616,CUST2543,Online Transfer,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,266.01,19950.75,5.99,2.9,8.89,Yes,None,2025-05-22,13:58:49.556530,50.29,0,0,1,Branch,Mobile
TXN001617,CUST8941,SWIFT,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,3917.94,293845.5,85.31,72.45,157.76,Yes,Murabaha,2024-06-01,10:20:30.228660,88.1,0,0,19,Mobile App,Mobile
TXN001618,CUST3116,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,12551.26,941344.5,371.14,99.22,470.36,Yes,None,2025-01-09,06:06:27.900652,69.37,0,0,62,Online Portal,Mobile
TXN001619,CUST6429,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1841.94,136303.56,18.7,17.61,36.31,Yes,Ijara,2025-05-06,06:43:56.899400,50.78,0,0,9,Mobile App,Mobile
TXN001620,CUST2196,SWIFT,Qatar,Kuwait,Doha,Kuwait City,QAR,KWD,112.6,8386.5,944319.9,238.72,65.33,304.05,Yes,None,2025-05-18,09:21:26.677557,118.85,0,0,41,Branch,Mobile
TXN001621,CUST7233,SWIFT,USA,USA,Chicago,Chicago,USD,USD,1.0,10058.67,10058.67,160.62,168.14,328.76,Yes,Ijara,2026-01-05,02:36:42.984317,87.05,0,0,50,ATM,Mobile
TXN001622,CUST9594,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,415.84,30771.86,5.41,7.74,13.15,Yes,None,2025-03-01,02:58:46.777313,117.91,0,0,2,Online Portal,ATM
TXN001623,CUST2354,SWIFT,UK,USA,London,New York,GBP,USD,66.13,3512.56,232285.59,66.9,34.63,101.53,Yes,Salam,2025-10-31,00:17:52.975257,111.44,0,0,17,Online Portal,ATM
TXN001624,CUST5878,SWIFT,Kuwait,Pakistan,Kuwait City,Karachi,KWD,PKR,900.0,276.73,249058.8,7.73,4.74,12.47,Yes,None,2024-04-07,20:13:29.994902,89.52,0,0,1,Online Portal,Desktop
TXN001625,CUST4351,Online Transfer,UK,UAE,Manchester,Dubai,GBP,AED,257.3,2099.47,540193.63,40.99,39.55,80.53999999999999,Yes,Ijara,2025-06-12,13:45:15.419409,77.59,0,0,10,ATM,Desktop
TXN001626,CUST3417,Trade Finance,UAE,Saudi Arabia,Dubai,Jeddah,AED,SAR,153.73,883.8,135866.57,10.84,17.35,28.19,Yes,Ijara,2024-10-09,00:17:57.729004,55.27,0,0,4,Mobile App,Desktop
TXN001627,CUST8747,SWIFT,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,895.53,66269.22,12.59,17.31,29.9,Yes,Ijara,2025-08-15,03:19:39.088635,8.66,0,0,4,ATM,Mobile
TXN001628,CUST9242,Trade Finance,USA,Saudi Arabia,New York,Jeddah,USD,SAR,291.89,535.58,156330.45,6.23,9.94,16.17,Yes,Salam,2024-12-16,01:05:51.319547,11.72,0,0,2,Mobile App,Desktop
TXN001629,CUST5379,SWIFT,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,3260.77,244557.75,94.08,63.61,157.69,Yes,None,2024-07-07,03:58:13.137775,101.54,0,0,16,ATM,ATM
TXN001630,CUST5684,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,462.28,34670.7,11.2,8.09,19.29,Yes,Ijara,2024-04-01,01:20:39.836431,18.89,0,0,2,Branch,Desktop
TXN001631,CUST3691,SWIFT,USA,UK,New York,London,USD,GBP,158.7,1291.32,204932.48,22.96,6.7,29.66,Yes,Ijara,2024-12-08,04:32:56.693397,7.84,0,0,6,ATM,Mobile
TXN001632,CUST1090,Remittance,Saudi Arabia,Qatar,Riyadh,Doha,SAR,QAR,284.74,8349.77,2377513.51,159.08,58.12,217.20000000000002,Yes,Ijara,2026-02-07,18:45:19.419812,38.31,0,0,41,Branch,Desktop
TXN001633,CUST3180,Trade Finance,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,603.6,45270.0,14.71,3.54,18.25,Yes,Murabaha,2025-05-26,17:44:15.470510,13.52,0,0,3,ATM,Desktop
TXN001634,CUST9509,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,149.58,11068.92,2.61,1.15,3.76,Yes,Ijara,2025-11-21,23:51:02.469332,90.98,0,0,0,Online Portal,ATM
TXN001635,CUST9028,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,3233.14,239252.06,54.27,41.35,95.62,Yes,None,2025-03-09,21:53:53.666699,51.23,0,0,16,Branch,ATM
TXN001636,CUST1884,Trade Finance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,2488.56,186642.0,60.34,43.46,103.80000000000001,Yes,Murabaha,2025-03-22,13:46:27.196059,35.04,0,0,12,Branch,Desktop
TXN001637,CUST9649,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,452.4,33477.6,7.62,3.91,11.530000000000001,Yes,Salam,2024-11-27,17:49:11.353087,55.89,0,0,2,ATM,Mobile
TXN001638,CUST8180,Trade Finance,Pakistan,Pakistan,Lahore,Lahore,PKR,PKR,1.0,930.09,930.09,27.42,10.06,37.480000000000004,Yes,Murabaha,2025-06-15,02:55:54.397950,62.56,0,0,4,ATM,ATM
TXN001639,CUST7171,Remittance,Kuwait,Pakistan,Kuwait City,Karachi,KWD,PKR,900.0,2659.97,2393971.2,75.31,19.46,94.77000000000001,Yes,Ijara,2026-03-11,02:45:47.100681,102.89,0,0,13,Mobile App,Mobile
TXN001640,CUST1093,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,248.38,18380.12,5.09,2.92,8.01,Yes,Murabaha,2025-06-02,04:07:36.827393,45.45,0,0,1,Online Portal,ATM
TXN001641,CUST8349,Trade Finance,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,3684.02,276301.5,65.66,48.29,113.94999999999999,Yes,Ijara,2025-06-24,01:19:45.315710,91.93,0,0,18,Mobile App,Mobile
TXN001642,CUST5460,SWIFT,UAE,Qatar,Dubai,Doha,AED,QAR,274.13,2418.7,663038.23,65.89,34.77,100.66,Yes,None,2025-08-04,10:29:51.513351,74.83,0,0,12,ATM,Mobile
TXN001643,CUST8280,Online Transfer,Saudi Arabia,Kuwait,Jeddah,Kuwait City,SAR,KWD,189.12,1978.78,374226.87,22.25,13.89,36.14,Yes,None,2025-02-16,04:43:42.526298,87.64,0,0,9,Branch,Mobile
TXN001644,CUST9181,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,1511.87,111878.23,16.47,14.29,30.759999999999998,Yes,Salam,2024-04-13,00:23:01.918056,105.97,0,0,7,Mobile App,Mobile
TXN001645,CUST7336,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,204.91,15163.34,5.37,3.99,9.36,Yes,None,2024-07-18,01:28:22.701188,88.56,0,0,1,ATM,Mobile
TXN001646,CUST1753,Remittance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,986.93,73032.82,23.56,7.06,30.619999999999997,Yes,Murabaha,2024-12-21,09:17:08.005441,52.14,0,0,4,Mobile App,Mobile
TXN001647,CUST2214,Remittance,UK,UK,London,Manchester,GBP,GBP,1.0,560.21,560.21,7.81,10.32,18.13,Yes,Murabaha,2025-08-24,07:23:28.956010,99.6,0,0,2,Mobile App,Desktop
TXN001648,CUST5713,Trade Finance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,212.85,15963.75,2.68,4.22,6.9,Yes,None,2024-09-02,13:49:40.222599,42.46,0,0,1,Mobile App,Mobile
TXN001649,CUST9469,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,996.0,73704.0,14.29,15.55,29.84,Yes,Ijara,2025-01-06,00:08:53.849326,58.8,0,0,4,ATM,Desktop
TXN001650,CUST8595,Remittance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,287.87,21302.38,3.64,2.28,5.92,Yes,Ijara,2024-06-09,20:36:37.545331,5.26,0,0,1,Online Portal,ATM
TXN001651,CUST4729,Remittance,UAE,UAE,Abu Dhabi,Dubai,AED,AED,1.0,2615.42,2615.42,41.88,21.28,63.160000000000004,Yes,None,2024-11-25,07:02:21.917571,90.77,0,0,13,ATM,Mobile
TXN001652,CUST1384,Online Transfer,USA,UAE,Chicago,Dubai,USD,AED,71.13,1535.8,109241.45,15.37,29.95,45.32,Yes,None,2025-02-17,18:12:39.821138,24.35,0,0,7,Mobile App,Desktop
TXN001653,CUST1525,Online Transfer,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,2478.7,185902.2,59.64,30.85,90.49000000000001,Yes,Ijara,2025-04-02,01:42:21.940171,76.34,0,0,12,Mobile App,ATM
TXN001654,CUST7714,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,2610.38,195778.5,52.11,51.08,103.19,Yes,None,2024-06-14,11:00:36.013386,25.58,0,0,13,Mobile App,ATM
TXN001655,CUST2657,SWIFT,UAE,Kuwait,Abu Dhabi,Kuwait City,AED,KWD,271.88,2428.48,660255.14,44.42,34.73,79.15,Yes,Ijara,2024-11-25,17:50:48.946188,38.1,0,0,12,Online Portal,ATM
TXN001656,CUST1519,SWIFT,Qatar,Kuwait,Doha,Kuwait City,QAR,KWD,74.46,1440.33,107246.97,23.23,9.61,32.84,Yes,Salam,2025-02-21,13:00:49.788562,55.28,0,0,7,Mobile App,ATM
